"","uterus","kidney","testis","pancreas","stomach","prostate","ovary","thyroid.gland","adrenal.gland","salivary.gland","spleen","esophagus"
"ENSG00000010165",1.47000000085237e-05,1.25999999965892e-05,2.01999999792265e-05,4.79999999584886e-06,1.22999999875555e-05,1.43999999968418e-05,1.29999999908153e-05,1.31999999937434e-05,1.25999999965892e-05,9.59999999912535e-06,1.43999999968418e-05,1.22999999875555e-05
"ENSG00000013288",1.31999999937434e-05,1.27000000012879e-05,6.09999999984877e-06,1.03999999928451e-05,1.77999999873397e-05,1.70999999845593e-05,2.56999999803952e-05,2.31000000057368e-05,1.13999999911678e-05,1.24999999997681e-05,1.88999999924606e-05,1.04999999983091e-05
"ENSG00000008282",9.64000000215686e-05,9.47999999262052e-05,8.70000000764002e-05,2.5000000018879e-05,7.27999999475261e-05,8.29999999281268e-05,6.13999999800419e-05,0.000107499999937716,7.22000000715461e-05,9.78000000478307e-05,5.33999999964888e-05,0.000117000000068385
"ENSG00000010256",9.42000000449256e-05,0.000240900000000919,0.000125300000001688,7.34999999857509e-05,0.000146200000127302,0.000112800000091601,8.8399999997339e-05,0.000128600000121938,0.000135300000125357,0.000141500000045513,8.31999999443045e-05,0.000201199999822151
"ENSG00000000971",1.41999999874753e-05,1.92999999996545e-05,1.88999999924606e-05,6.90000000417445e-06,4.7099999986021e-05,2.42000000010904e-05,2.42000000010904e-05,3.31000000170937e-05,4.52999999986615e-05,2.22999999975271e-05,1.13999999911678e-05,6.76000000090846e-05
"ENSG00000012660",4.11000000117283e-05,2.92999999761097e-05,8.90000000727681e-05,6.50000000534531e-06,1.79999999957183e-05,0.000128899999895109,2.15999999924933e-05,3.75000000235106e-05,0.000126700000034004,1.40000000103724e-05,4.56999999926498e-05,2.6000000001747e-05
"ENSG00000015532",8.79999999695717e-06,7.69999999694191e-06,1.58999999882679e-05,6.90000000417445e-06,3.05999999660683e-05,1.28000000103784e-05,1.22000000091368e-05,8.0000000001484e-06,5.99999999469977e-06,8.90000000727681e-06,9.6999999940534e-06,5.90000000486156e-06
"ENSG00000018510",1.31000000103835e-05,1.14999999906365e-05,1e-05,4.10000000264587e-06,8.29999999281268e-06,5.09999999884992e-06,5.80000000583697e-06,9.40000000866424e-06,8.19999999275497e-06,4.50000000232781e-06,6.80000000459963e-06,9.80000000693896e-06
"ENSG00000001036",3.46000000165094e-05,5.3899999976824e-05,1.90000000020637e-05,2.33999999779013e-05,4.75000000410294e-05,2.97999999947676e-05,3.44999999941792e-05,4.5400000014938e-05,4.73000000285555e-05,1.64999999918731e-05,2.93999999720986e-05,2.04999999973682e-05
"ENSG00000010322",5.75999999438698e-05,2.52000000126759e-05,7.5200000070709e-05,2.10000000128661e-05,3.03000000347233e-05,6.34000000172651e-05,6.00999999996209e-05,2.87000000175789e-05,4.72000000397681e-05,4.02999999869059e-05,4.22000000037241e-05,2.48000000099238e-05
"ENSG00000004961",9.40000000866424e-06,1.94000000031168e-05,1.40000000103724e-05,4.89999999967829e-06,1.62999999848386e-05,1.17000000068385e-05,7.80000000555902e-06,1.31999999937434e-05,1.62999999848386e-05,1.09999999959924e-05,1.58999999882679e-05,2.05999999824898e-05
"ENSG00000002726",1.09999999959924e-06,0.000158999999882679,2.29999999990683e-06,NA,1.8100000005452e-05,4.19999999615196e-06,NA,NA,NA,NA,NA,1e-06
"ENSG00000011405",2.08999999946556e-05,2.4899999994511e-05,2.55999999816177e-05,8.50000000559185e-06,1.88999999924606e-05,1.75000000126408e-05,1.60000000126762e-05,4.38000000500132e-05,1.88999999924606e-05,1e-05,1.28000000103784e-05,1.6599999998469e-05
"ENSG00000001561",4.70000000069567e-06,1.6699999994325e-05,8.90000000727681e-06,5.80000000583697e-06,1.13999999911678e-05,1.76000000075317e-05,2.29999999990683e-06,1.23999999953679e-05,1.47999999865405e-05,1.58999999882679e-05,1.22000000091368e-05,5.70000000429846e-06
"ENSG00000015479",0.000179000000008287,0.00012960000013889,0.000143499999976867,6.09000000514809e-05,0.000104600000112897,0.000140699999859154,0.000200000000154742,0.000199400000011186,0.000154100000099913,9.27999999532336e-05,0.00013810000013399,0.000114600000097272
"ENSG00000004776",6.40000000023745e-05,1e-05,3.13000000326879e-05,1.18999999892444e-05,1.20999999911833e-05,0.00017989999985686,0.000128299999889238,4.50000000232781e-06,0.000148599999854732,1.13999999911678e-05,4.70000000069567e-06,8.06000000361729e-05
"ENSG00000000003",2.5000000018879e-05,4.43999999882819e-05,5.79000000363381e-05,1.42999999846869e-05,2.0099999980539e-05,3.04000000273867e-05,5.59999999992005e-05,3.04000000273867e-05,2.15999999924933e-05,5.58000000080202e-05,9.90000000917409e-06,4.76000000306348e-05
"ENSG00000008869",8.19999999275497e-06,7.40000000458393e-06,8.0000000001484e-06,8.19999999275497e-06,1.04999999983091e-05,1.07999999878906e-05,8.59999999517681e-06,1.19999999986841e-05,9.09999999327196e-06,1.07000000077557e-05,1.28999999911113e-05,9.09999999327196e-06
"ENSG00000000419",3.44000000339386e-05,3.4299999996622e-05,3.80000000335284e-05,2.10999999855367e-05,2.95999999959829e-05,3.39999999966919e-05,3.16999999841059e-05,4.5400000014938e-05,5.01000000153145e-05,2.43999999809691e-05,2.95999999959829e-05,4.27999999987019e-05
"ENSG00000008838",4.37000000029762e-05,2.4899999994511e-05,4.74000000355712e-05,1.41999999874753e-05,3.38999999841479e-05,2.58999999951544e-05,3.4299999996622e-05,2.52999999897577e-05,2.58999999951544e-05,2.89000000162004e-05,3.18000000011399e-05,2.33999999779013e-05
"ENSG00000011198",8.19999999275497e-06,1.31000000103835e-05,1.68000000106046e-05,7.29999999797527e-06,1.04999999983091e-05,8.19999999275497e-06,3.69999999942923e-06,2.22999999975271e-05,1.12000000085057e-05,1.79999999957183e-05,6.70000000461545e-06,3.30000000092788e-05
"ENSG00000004939",NA,4.98000000275529e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000006747",1.69999999851929e-06,5.65000000234903e-05,1.03000000069923e-05,NA,2.33999999779013e-05,4.50000000232781e-06,NA,1.60000000126762e-06,1.29999999908153e-06,NA,NA,2.26999999899057e-05
"ENSG00000005243",2.12999999784821e-05,1.6699999994325e-05,1.69999999851929e-05,1.3399999988744e-05,5.59999999992005e-06,2.83000000309987e-05,4.99999999613144e-06,2.83000000309987e-05,2.41000000235915e-05,1.50999999898068e-05,8.59999999517681e-06,1.969999999267e-05
"ENSG00000004455",5.51000000188044e-05,0.000129200000101426,4.48000000001915e-05,2.81000000061416e-05,6.23000000488925e-05,5.23000000159835e-05,4.84000000396285e-05,9.33999999505158e-05,5.8699999966532e-05,4.6299999998086e-05,4.79999999584886e-05,7.1100000044241e-05
"ENSG00000018236",1.54999999939223e-05,1.02000000055917e-05,1.35999999884066e-05,3.69999999942923e-06,3.0000000019365e-06,2.2899999982078e-05,4.65000000117827e-05,2.00000000154742e-06,3.72000000101162e-05,4.60000000337273e-06,7.89999999471675e-06,1.37999999872504e-05
"ENSG00000005175",1.58999999882679e-05,1.35999999884066e-05,1.92999999996545e-05,4.60000000337273e-06,1.19999999986841e-05,1.35999999884066e-05,1.97999999880765e-05,1.55999999872676e-05,1.38999999918674e-05,7.80000000555902e-06,1.6599999998469e-05,1.53000000064259e-05
"ENSG00000007062",8.59999999517681e-06,2.1500000004178e-05,1.25999999965892e-05,9.90000000917409e-06,2.95999999959829e-05,3.30000000092788e-06,NA,4.19999999615196e-06,NA,4.50000000232781e-05,NA,6.40000000023745e-06
"ENSG00000011105",3.38999999841479e-05,4.59000000489062e-05,6.50000000534531e-06,8.3999999988031e-06,5.90000000486156e-06,2.75999999958553e-05,3.58000000293563e-05,2.89000000162004e-05,1.22000000091368e-05,1.28999999911113e-05,1.969999999267e-05,2.34999999852962e-05
"ENSG00000021574",7.80000000555902e-06,4.70000000069567e-06,7.69999999694191e-06,2.10000000128661e-06,5.70000000429846e-06,5.99999999469977e-06,7.59999999508625e-06,7.69999999694191e-06,5.70000000429846e-06,3.0000000019365e-06,5.90000000486156e-06,6.70000000461545e-06
"ENSG00000010244",8.25000000854977e-05,4.64000000475565e-05,7.45999999188083e-05,2.91000000009443e-05,7.01999999790181e-05,6.57000000665963e-05,6.31999999589064e-05,8.3999999988031e-05,7.07000000330633e-05,4.60000000337273e-05,7.77000000356186e-05,9.61000000733437e-05
"ENSG00000013503",3.60000000192903e-06,5.59999999992005e-06,4.30000000416256e-06,1.60000000126762e-06,3.80000000335284e-06,4.10000000264587e-06,5.09999999884992e-06,5.09999999884992e-06,4.99999999613144e-06,2.90000000067472e-06,2.5000000018879e-06,6.29999999342021e-06
"ENSG00000010278",0.000197299999885429,0.000217799999789491,3.41999999955795e-05,5.20000000437271e-05,0.000115100000098115,0.000541100000083998,4.73000000285555e-05,0.000315000000152606,0.00024819999990701,0.000479300000009063,7.08000000505748e-05,0.00080270000004293
"ENSG00000019582",0.000528400000069972,0.000518900000364504,0.000279699999760724,0.00018729999983817,0.00113400000115702,0.000383499999748333,0.000405500000422802,0.000356999999907775,0.000747600000504728,0.00123539999999523,0.00259420000001711,0.000518599999482549
"ENSG00000005884",2.1500000004178e-05,3.27000000255786e-05,4.60000000337273e-06,6.09999999984877e-06,3.11999999986751e-05,1.70999999845593e-05,1.70999999845593e-05,3.91999999981535e-05,2.23999999827646e-05,9.19999999267983e-06,1.1599999993939e-05,1.60000000126762e-05
"ENSG00000006625",2.58000000021844e-05,3.41999999955795e-05,1.49999999980768e-05,1.3300000001008e-05,2.74000000113319e-05,3.4299999996622e-05,1.75000000126408e-05,2.7500000010748e-05,3.02000000029797e-05,3.02000000029797e-05,1.62000000170607e-05,5.30000000487185e-05
"ENSG00000021776",1.02000000055917e-05,8.90000000727681e-06,1.62000000170607e-05,4.19999999615196e-06,9.59999999912535e-06,1.01000000050549e-05,1.04999999983091e-05,1.37999999872504e-05,1.05999999935376e-05,7.59999999508625e-06,1.1599999993939e-05,1.09000000014902e-05
"ENSG00000006282",3.56999999907775e-05,2.66000000225967e-05,9.80999999141759e-05,2.37999999969031e-05,5.07999999667896e-05,4.3200000018411e-05,5.38000000413274e-05,6.17999999873615e-05,3.94000000158242e-05,3.01000000281498e-05,3.71000000328851e-05,2.26999999899057e-05
"ENSG00000020129",1.09999999959924e-05,7.29999999797527e-06,1.1599999993939e-05,3.60000000192903e-06,5.99999999469977e-06,1.12999999874218e-05,1.47999999865405e-05,8.99999999089575e-06,1.44999999921548e-05,6.19999999288691e-06,7.40000000458393e-06,5.99999999469977e-06
"ENSG00000003400",3.69999999942923e-06,4.99999999613144e-06,1.49999999980768e-06,1.90000000020637e-06,1.12999999874218e-05,2.20000000090065e-06,1.19999999986841e-06,5.49999999374079e-06,2.29999999990683e-06,2.6000000001747e-06,1.8300000011359e-05,8.29999999281268e-06
"ENSG00000020426",5.34999999973849e-05,2.66000000225967e-05,1.72999999948695e-05,8.3999999988031e-06,1.88999999924606e-05,2.75999999958553e-05,2.71000000078371e-05,9.23999999531703e-05,2.76999999958894e-05,2.81000000061416e-05,1.22999999875555e-05,7.86999999349327e-05
"ENSG00000007080",2.84999999994415e-05,3.46000000165094e-05,2.25999999923295e-05,1.6699999994325e-05,3.5199999961247e-05,2.87000000175789e-05,1.8399999999596e-05,1.23999999953679e-05,2.04999999973682e-05,3.16000000277656e-05,2.98999999776639e-05,1.43999999968418e-05
"ENSG00000003509",1.28000000103784e-05,1.05999999935376e-05,6.58000000584896e-05,3.49999999717711e-06,8.0000000001484e-06,8.90000000727681e-06,7.69999999694191e-06,7.80000000555902e-06,1.5400000005799e-05,5.49999999374079e-06,9.6999999940534e-06,7.40000000458393e-06
"ENSG00000005108",3.80000000335284e-06,9.80000000693896e-06,1.49999999980768e-06,NA,NA,3.60000000192903e-06,2.20000000090065e-06,2.6000000001747e-06,1.40000000103724e-06,NA,1e-06,1.29999999908153e-06
"ENSG00000004700",2.8199999979263e-05,1.54999999939223e-05,1.31000000103835e-05,5.30000000487185e-06,1.60000000126762e-05,1.8100000005452e-05,1.6599999998469e-05,1.97999999880765e-05,1.94999999837228e-05,8.99999999089575e-06,2.95999999959829e-05,2.32000000058281e-05
"ENSG00000011009",1.62000000170607e-05,2.84999999994415e-05,1.09999999959924e-05,8.3999999988031e-06,2.66999999775863e-05,1.9599999983912e-05,1.27000000012879e-05,1.52000000019329e-05,1.49999999980768e-05,1.88999999924606e-05,2.39000000028541e-05,2.66999999775863e-05
"ENSG00000004487",3.41999999955795e-05,2.10000000128661e-05,3.71000000328851e-05,1.18999999892444e-05,2.04999999973682e-05,2.79999999779363e-05,3.59000000348573e-05,2.7500000010748e-05,2.58999999951544e-05,1.94999999837228e-05,2.15999999924933e-05,2.45999999941442e-05
"ENSG00000009954",2.46999999852318e-05,1.63999999981988e-05,1.9599999983912e-05,1.02000000055917e-05,1.72999999948695e-05,1.9599999983912e-05,3.0000000019365e-05,2.46999999852318e-05,1.90999999891051e-05,1.25999999965892e-05,2.17000000075684e-05,1.8300000011359e-05
"ENSG00000005882",3.97000000216543e-05,9.54000000650004e-05,1.94000000031168e-05,2.74000000113319e-05,2.50999999721985e-05,3.05999999660683e-05,6.93999999273145e-05,3.83000000027671e-05,5.80000000583697e-05,2.91999999698504e-05,2.21000000160238e-05,3.19999999764285e-05
"ENSG00000006607",1e-05,1.03000000069923e-05,2.95999999959829e-05,6.70000000461545e-06,2.15999999924933e-05,8.3999999988031e-06,8.99999999089575e-06,5.4000000022012e-06,8.29999999281268e-06,6.60000000696225e-06,1.28000000103784e-05,1.07000000077557e-05
